timestamp,activity,username,source_ip,action,result
2023-04-09 09:14:23,ProductView,elainenguyen,37.21.196.35,Failed,Failed
2023-05-04 11:24:36,AccessDenied,dawnelliott,154.37.205.40,Failed,Success
2023-04-01 12:24:38,AccessDenied,jennifer20,71.166.78.112,Failed,Failed
2023-06-08 14:34:09,Login,wwhite,213.243.241.161,Success,Failed
2023-01-23 01:32:50,ProductView,yorkashley,184.213.18.221,Success,Success
2023-07-21 21:31:11,Login,geoffreyhunt,174.91.246.140,Failed,Success
2023-03-07 23:40:32,Login,emilyanderson,144.15.184.77,Failed,Failed
2023-02-15 13:01:03,Login,roberthorton,214.60.97.195,Failed,Success
2023-07-28 23:08:11,ProductView,markmeza,91.9.219.56,Failed,Success
2023-04-21 08:07:19,AccessDenied,marklewis,202.181.244.237,Failed,Success
2023-06-08 01:10:47,AccessDenied,keithdavid,108.177.41.21,Success,Success
2023-02-10 00:15:20,Login,angelamorris,84.245.106.13,Success,Failed
2023-07-22 18:19:47,OrderPlaced,christiebarnes,140.72.42.193,Failed,Failed
2023-06-27 02:56:03,ProductView,michael06,112.46.226.120,Success,Failed
2023-07-20 11:40:04,Login,jorgejackson,93.23.230.221,Success,Failed
2023-05-31 23:30:27,AccessDenied,tcaldwell,104.252.182.155,Success,Failed
2023-04-14 22:26:04,OrderPlaced,tcooper,82.47.64.114,Success,Success
2023-04-02 21:17:35,ProductView,gillespiechristian,18.45.137.73,Failed,Success
2023-03-11 01:36:08,ProductView,maryhayden,83.9.87.103,Success,Failed
2023-02-10 06:10:36,Login,javier98,105.80.124.246,Success,Success
2023-04-10 21:30:09,Login,brenda66,175.146.250.214,Failed,Failed
2023-03-26 22:01:27,AccessDenied,megan40,174.1.244.95,Failed,Success
2023-03-21 18:05:35,OrderPlaced,savagetiffany,161.167.197.37,Success,Failed
2023-02-03 07:10:21,AccessDenied,bhernandez,73.188.55.136,Failed,Success
2023-02-12 04:18:27,OrderPlaced,blackburnmary,119.160.31.196,Success,Failed
2023-07-28 00:08:46,OrderPlaced,daniel20,9.180.93.240,Failed,Failed
2023-06-15 16:52:21,AccessDenied,dawn13,85.88.109.65,Failed,Failed
2023-04-22 02:52:03,ProductView,devongarcia,113.229.164.188,Failed,Success
2023-01-10 00:48:08,ProductView,myersandrea,91.58.55.2,Success,Success
2023-02-12 22:13:06,OrderPlaced,daniel58,89.180.123.214,Success,Failed
2023-02-19 17:32:56,AccessDenied,martinbrenda,13.86.212.169,Failed,Success
2023-02-21 00:40:50,ProductView,john49,91.59.207.148,Failed,Success
2023-06-23 08:17:40,OrderPlaced,nicolehatfield,91.236.202.196,Failed,Success
2023-05-07 20:16:30,ProductView,brownsonya,48.78.150.189,Success,Failed
2023-04-19 12:36:59,OrderPlaced,kochanita,171.136.87.128,Success,Success
2023-01-12 11:35:47,ProductView,heidi16,37.70.27.141,Success,Success
2023-05-22 09:42:50,AccessDenied,saramoyer,92.63.18.64,Success,Failed
2023-02-15 17:57:18,OrderPlaced,douglas82,82.73.75.164,Success,Success
2023-05-02 02:35:47,Login,sarah25,69.169.77.123,Success,Failed
2023-04-02 01:54:11,Login,shafferchristopher,42.235.100.157,Success,Success
2023-02-25 12:57:21,ProductView,william79,137.4.245.248,Success,Success
2023-06-17 06:11:43,AccessDenied,millerjustin,70.37.54.247,Success,Failed
2023-07-12 20:04:44,ProductView,reedalex,75.23.148.247,Success,Failed
2023-05-25 18:11:38,Login,opotts,213.96.82.79,Success,Success
2023-05-09 00:04:59,AccessDenied,randy57,138.100.73.161,Success,Failed
2023-05-10 22:36:36,AccessDenied,craig97,169.4.122.184,Failed,Failed
2023-04-28 22:49:40,OrderPlaced,lewismarvin,41.173.35.86,Failed,Success
2023-05-20 02:22:57,Login,ovalenzuela,46.99.179.153,Failed,Failed
2023-04-07 03:16:01,AccessDenied,qwalker,67.164.13.240,Success,Failed
2023-02-08 10:32:22,OrderPlaced,emily95,191.103.233.173,Failed,Success
2023-04-28 12:18:36,AccessDenied,scottmorris,85.243.151.57,Failed,Failed
2023-01-20 22:15:23,OrderPlaced,ronaldpark,38.49.3.143,Success,Success
2023-05-22 05:56:12,ProductView,brenda93,168.87.23.191,Success,Failed
2023-07-07 23:46:37,OrderPlaced,cannonsandra,163.85.25.213,Failed,Failed
2023-01-18 04:38:52,OrderPlaced,blakejohn,177.217.162.128,Success,Failed
2023-03-27 01:46:27,OrderPlaced,meredith65,23.212.146.101,Failed,Failed
2023-03-18 17:42:31,OrderPlaced,gloriamiller,193.142.34.146,Failed,Success
2023-07-07 23:19:42,Login,gomezabigail,131.150.248.79,Failed,Failed
2023-03-18 21:05:29,AccessDenied,annettestewart,193.3.53.108,Success,Failed
2023-03-08 07:43:00,ProductView,churchcynthia,162.79.11.236,Failed,Failed
2023-07-13 07:50:17,ProductView,christopheryoung,33.82.199.19,Failed,Success
2023-05-09 16:33:44,Login,lmcgee,208.145.16.109,Success,Failed
2023-01-09 15:46:59,AccessDenied,tatkins,3.164.194.8,Failed,Failed
2023-03-16 17:26:03,OrderPlaced,ryanvasquez,118.181.88.166,Failed,Failed
2023-03-13 09:44:01,ProductView,gabrielle92,213.78.72.171,Success,Success
2023-03-08 00:53:53,Login,williamwheeler,162.119.216.157,Failed,Failed
2023-05-07 09:04:48,ProductView,paularaymond,13.243.153.207,Success,Failed
2023-03-17 21:38:18,AccessDenied,diazlaura,128.98.71.136,Failed,Failed
2023-02-17 02:08:47,ProductView,wburgess,130.115.30.232,Success,Success
2023-03-29 07:08:26,AccessDenied,lneal,191.43.9.24,Success,Failed
2023-02-13 06:06:58,OrderPlaced,martinmelissa,182.163.36.222,Success,Failed
2023-04-03 17:45:08,OrderPlaced,amy67,223.45.222.191,Success,Failed
2023-02-19 10:51:33,OrderPlaced,swheeler,210.237.117.57,Success,Failed
2023-03-03 14:56:44,OrderPlaced,blackshaun,219.73.87.142,Success,Failed
2023-03-27 10:07:45,Login,john26,65.219.189.224,Success,Failed
2023-02-01 21:31:00,OrderPlaced,fsmith,141.158.13.39,Failed,Failed
2023-03-12 15:06:43,ProductView,stephensanchez,150.129.45.199,Success,Success
2023-01-30 18:39:42,ProductView,jessica68,39.216.88.139,Success,Failed
2023-02-25 22:54:11,AccessDenied,arellanohailey,12.139.243.54,Success,Success
2023-01-06 03:39:22,Login,udiaz,163.228.129.133,Failed,Success
2023-02-24 19:53:13,AccessDenied,ljones,133.226.153.160,Success,Failed
2023-08-06 11:38:18,ProductView,ramoskaren,19.233.30.87,Failed,Success
2023-05-23 10:13:32,OrderPlaced,walter74,161.14.242.188,Success,Success
2023-05-16 14:42:24,AccessDenied,mjarvis,12.45.140.79,Failed,Failed
2023-07-29 23:54:00,Login,susanlee,120.228.65.57,Failed,Success
2023-07-01 20:27:07,ProductView,laurablack,214.24.234.119,Success,Success
2023-01-21 22:58:28,AccessDenied,anita51,166.17.116.250,Success,Success
2023-01-01 16:28:56,AccessDenied,brownjohn,54.131.105.243,Failed,Success
2023-04-09 22:11:23,Login,seth60,94.32.186.128,Success,Success
2023-05-15 23:40:28,ProductView,tiffany72,69.144.59.216,Success,Success
2023-06-01 00:38:16,Login,martinezstephanie,171.255.3.1,Success,Success
2023-02-27 09:26:57,OrderPlaced,georgemoss,217.135.200.140,Failed,Failed
2023-07-08 19:01:01,ProductView,ywebster,133.167.162.212,Success,Failed
2023-04-04 02:46:48,OrderPlaced,rebeccalove,124.167.15.95,Failed,Success
2023-08-03 22:27:56,Login,yhoffman,156.83.207.26,Success,Success
2023-06-01 17:09:37,Login,lawrencehuff,159.142.235.6,Success,Failed
2023-03-07 23:33:22,Login,alvaradochristian,143.197.208.81,Success,Success
2023-03-18 08:05:05,AccessDenied,pjones,130.92.65.120,Failed,Success
2023-05-04 05:50:51,AccessDenied,johnburgess,111.59.130.189,Success,Failed
2023-04-12 15:55:14,Login,rrodriguez,86.123.195.9,Failed,Failed
2023-08-02 18:17:56,AccessDenied,meredith00,192.244.159.68,Success,Success
2023-07-02 21:39:44,OrderPlaced,brownkristen,7.182.46.106,Success,Failed
2023-01-30 23:01:53,AccessDenied,ngreene,82.133.148.194,Success,Success
2023-07-07 17:03:41,AccessDenied,fcox,160.48.56.99,Failed,Success
2023-06-17 08:16:09,Login,joseph48,96.77.197.190,Failed,Failed
2023-02-19 07:28:37,Login,wcox,18.186.34.234,Failed,Failed
2023-07-29 11:54:25,AccessDenied,hutchinsoncarla,114.81.228.40,Failed,Failed
2023-05-08 08:31:40,ProductView,manuelmiller,74.230.9.115,Success,Success
2023-07-08 23:50:46,AccessDenied,pkennedy,181.80.184.25,Failed,Success
2023-07-08 07:47:14,OrderPlaced,mike70,174.35.149.78,Failed,Success
2023-07-17 15:06:23,ProductView,pzavala,134.172.224.141,Success,Success
2023-08-08 21:03:04,OrderPlaced,osborneamber,36.228.114.239,Failed,Success
2023-05-06 23:30:53,Login,smithdenise,217.131.124.46,Failed,Failed
2023-08-07 05:20:05,OrderPlaced,ryanturner,47.178.237.69,Success,Failed
2023-07-18 01:41:49,AccessDenied,qmorales,182.20.141.159,Failed,Failed
2023-05-25 11:50:31,Login,christian46,188.234.181.238,Failed,Success
2023-07-30 13:04:25,AccessDenied,imcgee,51.85.125.53,Success,Success
2023-07-20 21:38:41,Login,mfernandez,2.233.239.70,Failed,Failed
2023-06-16 21:55:29,ProductView,cookdavid,172.157.0.141,Failed,Failed
2023-01-13 22:31:32,OrderPlaced,juliastokes,206.154.0.185,Failed,Success
2023-07-03 17:43:51,Login,evanbrown,182.194.196.14,Failed,Success
2023-04-25 13:30:50,AccessDenied,williamsonlori,20.161.120.118,Failed,Success
2023-02-15 20:23:01,Login,larrywatson,206.68.103.107,Success,Failed
2023-04-28 03:02:12,OrderPlaced,alanlloyd,116.133.195.101,Success,Success
2023-02-15 19:47:44,Login,jeremy52,85.43.164.197,Success,Success
2023-02-06 01:26:28,OrderPlaced,jennifer98,18.143.105.49,Success,Failed
2023-05-09 13:51:01,OrderPlaced,stevensmith,139.82.216.107,Failed,Failed
2023-03-08 16:09:52,OrderPlaced,xrodriguez,113.68.73.13,Success,Failed
2023-05-06 11:22:15,ProductView,palvarez,111.228.230.68,Success,Failed
2023-04-26 01:50:44,AccessDenied,lisa92,68.191.126.195,Failed,Success
2023-05-23 13:25:45,ProductView,sullivanrobert,117.7.122.235,Success,Success
2023-01-25 16:22:33,AccessDenied,ealvarado,6.84.210.109,Success,Failed
2023-03-26 15:00:57,AccessDenied,mcdonaldkenneth,87.249.114.200,Failed,Failed
2023-01-08 19:34:30,OrderPlaced,donwalls,132.105.132.127,Success,Success
2023-04-11 18:51:06,ProductView,sreed,77.50.196.52,Success,Failed
2023-06-30 01:15:47,Login,tortega,23.146.251.137,Success,Failed
2023-07-27 10:45:51,OrderPlaced,brianyoder,12.102.245.239,Failed,Failed
2023-01-04 18:31:28,ProductView,kschmidt,190.255.49.170,Success,Failed
2023-02-21 10:21:17,OrderPlaced,ryan91,98.45.28.56,Success,Success
2023-06-21 18:39:32,ProductView,stephanielynch,68.184.94.198,Failed,Failed
2023-05-26 11:52:17,OrderPlaced,mcintoshphillip,100.11.194.128,Success,Success
2023-03-01 04:02:17,AccessDenied,holmesjames,222.155.220.137,Success,Success
2023-01-24 00:47:48,ProductView,kimberly18,217.142.145.238,Success,Failed
2023-06-18 05:12:32,OrderPlaced,othornton,7.229.51.162,Success,Failed
2023-03-20 05:59:13,Login,holly77,193.77.62.163,Success,Failed
2023-05-31 07:30:17,Login,andreawarner,186.175.37.204,Failed,Success
2023-02-18 16:32:37,Login,warrenjim,13.38.219.156,Failed,Success
2023-03-05 19:52:58,Login,yscott,27.43.132.46,Failed,Success
2023-05-16 10:53:20,AccessDenied,ssolis,14.224.185.34,Success,Success
2023-05-18 19:18:04,OrderPlaced,john45,58.25.60.221,Failed,Success
2023-07-02 04:49:40,OrderPlaced,wwall,48.69.159.97,Failed,Failed
2023-04-01 08:28:14,OrderPlaced,patrickcasey,163.142.103.153,Failed,Success
2023-03-16 02:48:06,ProductView,xthomas,208.73.64.168,Success,Failed
2023-02-01 08:17:20,OrderPlaced,lmason,107.236.25.166,Success,Failed
2023-06-30 17:20:22,ProductView,rileyallen,98.224.11.13,Failed,Failed
2023-01-02 15:28:39,OrderPlaced,xcardenas,58.33.86.122,Success,Success
2023-08-09 09:59:51,OrderPlaced,smithmakayla,110.44.109.127,Success,Failed
2023-04-03 18:19:55,AccessDenied,fbell,121.229.178.18,Failed,Failed
2023-06-21 03:02:47,Login,elliserika,120.156.10.174,Failed,Success
2023-05-04 02:28:56,ProductView,vaughnmark,193.207.183.191,Success,Failed
2023-04-29 14:52:33,ProductView,freemanjack,3.218.31.183,Failed,Failed
2023-07-12 08:49:11,ProductView,jacquelinedavis,32.48.30.249,Success,Success
2023-08-04 14:52:38,Login,xcarrillo,135.207.246.129,Success,Success
2023-03-28 15:38:04,OrderPlaced,allisonlivingston,7.108.135.53,Failed,Success
2023-05-06 22:54:37,ProductView,johnsonjorge,61.202.203.123,Failed,Success
2023-03-09 00:12:56,OrderPlaced,walterpoole,149.53.212.63,Success,Failed
2023-02-17 18:30:51,Login,kimberly06,14.188.127.49,Failed,Failed
2023-06-25 02:25:26,OrderPlaced,oharper,13.41.132.202,Failed,Failed
2023-03-10 02:49:11,ProductView,qsmith,145.46.202.147,Failed,Success
2023-07-01 03:38:56,ProductView,criggs,47.50.226.195,Failed,Success
2023-08-04 19:34:49,ProductView,sreynolds,94.72.223.241,Failed,Failed
2023-01-21 14:04:52,AccessDenied,patricia18,33.126.242.237,Failed,Success
2023-06-12 03:34:04,ProductView,kburke,62.121.11.6,Success,Success
2023-05-21 06:41:47,Login,toddwilson,58.17.155.23,Failed,Success
2023-05-01 16:15:48,ProductView,bcole,143.156.172.107,Failed,Success
2023-07-22 06:55:56,OrderPlaced,andreagardner,31.117.161.217,Success,Failed
2023-06-10 04:57:37,OrderPlaced,micheal22,23.75.94.185,Success,Failed
2023-03-19 08:04:53,ProductView,esavage,20.13.0.243,Failed,Success
2023-07-31 00:53:48,Login,amandahenderson,18.157.98.137,Success,Success
2023-05-02 09:04:16,ProductView,michaelneal,204.108.143.47,Failed,Success
2023-04-09 06:46:15,AccessDenied,huertatracey,68.151.78.95,Success,Failed
2023-03-24 01:56:12,ProductView,kelly62,154.199.4.17,Success,Failed
2023-06-24 05:01:07,ProductView,daysean,212.109.225.176,Success,Failed
2023-01-22 08:18:13,ProductView,emooney,2.45.41.124,Success,Success
2023-05-11 18:34:27,OrderPlaced,cwilliams,216.19.235.147,Success,Failed
2023-05-14 11:10:36,Login,manuelreyes,94.232.182.158,Failed,Failed
2023-07-15 13:36:00,Login,john28,216.27.3.224,Failed,Success
2023-02-08 11:40:23,Login,lisa50,165.143.127.149,Success,Failed
2023-06-28 01:25:08,AccessDenied,beltranscott,147.160.208.249,Failed,Success
2023-04-23 05:18:43,AccessDenied,martinezkeith,69.39.250.1,Failed,Failed
2023-07-11 05:45:13,Login,larrysantos,165.123.165.149,Failed,Success
2023-02-28 18:07:39,ProductView,jvillanueva,120.224.40.1,Failed,Failed
2023-05-02 00:09:51,OrderPlaced,graybrad,56.5.189.104,Failed,Failed
2023-06-16 21:00:00,Login,moralesalice,122.111.7.70,Failed,Success
2023-01-07 08:12:03,ProductView,jenniferjohnson,160.108.242.204,Success,Success
2023-06-08 05:35:15,Login,kyle79,163.122.108.58,Failed,Success
2023-02-21 02:15:13,OrderPlaced,ebowen,63.122.103.43,Success,Failed
2023-07-21 04:25:08,AccessDenied,burnswilliam,108.250.138.45,Failed,Success
2023-06-23 14:04:19,AccessDenied,oliviashelton,125.21.33.171,Success,Success
2023-01-11 15:34:01,Login,ifrench,204.2.30.74,Failed,Success
2023-03-23 18:02:47,OrderPlaced,taylornicholas,62.70.31.41,Success,Success
2023-06-26 17:38:47,AccessDenied,donaldsmith,166.91.179.87,Success,Failed
2023-03-06 11:32:08,ProductView,kayla73,30.45.139.142,Success,Failed
2023-03-13 16:51:13,Login,wroberts,35.14.66.187,Success,Failed
2023-01-23 08:37:54,OrderPlaced,laura36,170.67.19.23,Failed,Failed
2023-03-07 05:06:12,ProductView,albert63,191.186.1.64,Success,Failed
2023-05-09 12:05:57,OrderPlaced,garrettsingleton,135.25.102.196,Failed,Failed
2023-06-19 06:09:34,AccessDenied,amandaowen,164.32.67.243,Success,Failed
2023-01-29 05:02:09,ProductView,dturner,138.243.62.180,Failed,Failed
2023-04-28 17:33:38,AccessDenied,donaldortiz,140.176.113.145,Success,Failed
2023-04-10 14:36:30,Login,thomas70,195.220.160.208,Success,Success
2023-05-10 10:46:44,AccessDenied,scottjackson,97.58.63.29,Success,Failed
2023-06-25 23:22:50,AccessDenied,shannon71,211.5.153.178,Failed,Success
2023-03-16 17:51:11,ProductView,kcampbell,135.92.178.196,Success,Success
2023-07-22 21:33:43,ProductView,william14,47.70.66.195,Failed,Failed
2023-07-17 13:34:49,OrderPlaced,millermargaret,87.203.167.71,Failed,Failed
2023-01-20 01:51:06,AccessDenied,jcortez,216.131.201.137,Failed,Failed
2023-07-11 17:19:13,AccessDenied,anthony88,209.156.219.112,Success,Success
2023-06-01 12:54:49,ProductView,storres,3.147.148.249,Failed,Success
2023-06-30 06:32:34,AccessDenied,mwallace,58.156.82.31,Failed,Success
2023-05-20 03:40:24,Login,reynoldslisa,93.148.147.0,Failed,Success
2023-05-25 06:26:16,AccessDenied,jamie60,77.105.186.81,Failed,Failed
2023-01-28 03:52:55,OrderPlaced,deborah74,196.245.112.98,Success,Success
2023-01-25 11:04:08,ProductView,christopher64,69.155.232.120,Success,Failed
2023-07-03 23:57:04,AccessDenied,lvazquez,140.161.154.34,Success,Success
2023-01-12 01:52:48,OrderPlaced,gthomas,72.202.206.110,Success,Success
2023-05-18 22:52:18,ProductView,ufaulkner,101.123.76.240,Success,Failed
2023-05-06 19:20:19,ProductView,jsullivan,137.190.251.29,Failed,Failed
2023-03-10 19:55:38,OrderPlaced,sean73,80.170.35.38,Failed,Failed
2023-06-03 15:07:42,Login,thomasmary,45.253.72.128,Failed,Success
2023-03-16 19:08:53,OrderPlaced,frank66,183.244.227.214,Failed,Failed
2023-07-21 17:34:45,Login,kmoore,111.192.186.21,Success,Success
2023-07-29 05:47:07,OrderPlaced,alexandrawilson,211.228.53.237,Success,Success
2023-06-05 10:06:28,ProductView,ujohnson,38.174.161.119,Failed,Failed
2023-06-28 11:03:22,AccessDenied,wendy63,139.105.69.26,Failed,Failed
2023-05-21 20:10:43,ProductView,stephanie67,34.222.95.219,Failed,Failed
2023-04-23 12:21:10,OrderPlaced,zwilson,110.209.15.103,Failed,Success
2023-06-22 10:32:34,ProductView,duncanpamela,95.55.169.60,Success,Success
2023-07-29 12:47:14,AccessDenied,yjoyce,65.171.19.10,Success,Failed
2023-06-15 00:43:27,Login,chelsearyan,157.175.222.116,Success,Success
2023-03-08 06:32:07,AccessDenied,dmorgan,22.0.249.78,Success,Failed
2023-01-13 23:46:13,OrderPlaced,raymondparker,110.55.125.149,Failed,Success
2023-02-23 22:32:03,ProductView,dominique05,184.14.109.255,Success,Success
2023-01-07 22:20:54,AccessDenied,rdavis,113.142.27.126,Failed,Failed
2023-07-16 00:48:16,Login,torressean,105.247.222.89,Success,Failed
2023-02-17 15:45:15,OrderPlaced,holly62,73.35.17.197,Failed,Failed
2023-05-22 12:18:20,Login,dianareyes,29.206.153.68,Success,Failed
2023-06-13 15:44:14,ProductView,david84,203.54.38.167,Failed,Failed
2023-02-25 08:49:12,ProductView,amaldonado,98.66.165.164,Success,Failed
2023-01-23 16:44:45,OrderPlaced,bowenpatricia,40.165.62.165,Failed,Success
2023-04-25 23:48:35,OrderPlaced,madisondavis,176.70.138.50,Failed,Success
2023-07-26 23:01:38,Login,kristenwarner,33.164.162.190,Success,Failed
2023-02-25 23:49:19,OrderPlaced,vvaughn,97.90.218.224,Success,Success
2023-08-02 00:46:28,ProductView,dmyers,83.205.51.29,Failed,Failed
2023-05-11 21:13:38,OrderPlaced,pli,151.202.119.177,Success,Success
2023-04-04 08:19:03,AccessDenied,kochoa,6.84.64.160,Failed,Failed
2023-02-14 11:46:08,ProductView,michael97,3.183.128.36,Success,Success
2023-01-04 23:41:23,AccessDenied,ngay,133.27.215.12,Failed,Success
2023-08-09 12:47:19,AccessDenied,weissrodney,180.250.216.74,Success,Success
2023-06-01 02:12:06,OrderPlaced,aimeechase,188.110.253.135,Failed,Failed
2023-04-26 21:04:17,Login,tblair,195.136.220.230,Success,Failed
2023-02-03 22:50:04,AccessDenied,arnoldshane,172.186.15.62,Success,Failed
2023-04-14 02:28:33,AccessDenied,laura52,25.211.254.121,Success,Success
2023-03-14 02:22:15,Login,laura12,104.99.247.213,Failed,Success
2023-07-23 22:43:09,ProductView,maddenana,109.110.3.210,Success,Failed
2023-04-11 20:01:15,Login,jgomez,201.38.57.255,Success,Success
2023-04-18 09:19:38,AccessDenied,zgross,176.142.113.3,Success,Success
2023-04-26 14:00:46,ProductView,perezsharon,81.126.207.11,Failed,Success
2023-04-08 23:32:42,OrderPlaced,joel78,65.157.148.77,Failed,Failed
2023-06-11 19:10:09,OrderPlaced,richard26,107.97.187.166,Success,Failed
2023-05-16 19:54:34,AccessDenied,iterry,15.88.208.77,Failed,Failed
2023-05-15 03:21:20,OrderPlaced,jessereynolds,194.251.198.69,Failed,Success
2023-07-01 11:02:28,AccessDenied,smithanthony,177.75.117.95,Failed,Success
2023-07-01 14:34:30,OrderPlaced,gary63,43.40.39.162,Success,Failed
2023-01-21 16:48:41,ProductView,gloria60,147.94.210.192,Success,Failed
2023-07-30 08:32:22,ProductView,moorestephanie,70.255.191.62,Failed,Success
2023-06-05 03:28:14,Login,patrick47,194.224.229.210,Success,Failed
2023-06-17 10:06:25,Login,zachary67,105.114.39.35,Failed,Failed
2023-02-21 04:18:31,OrderPlaced,veronica40,121.63.51.203,Failed,Failed
2023-05-26 13:49:39,ProductView,ericataylor,150.133.50.227,Failed,Success
2023-03-30 04:32:30,ProductView,boonegary,113.234.33.174,Failed,Failed
2023-03-28 20:32:04,Login,heather63,212.33.151.64,Failed,Failed
2023-03-30 18:59:06,OrderPlaced,michaelbailey,27.82.49.234,Failed,Failed
2023-06-17 02:42:11,OrderPlaced,mperez,207.218.231.119,Failed,Success
2023-06-22 00:26:59,Login,kingphillip,207.154.224.242,Failed,Failed
2023-07-30 19:13:03,Login,dwalker,87.51.5.201,Failed,Success
2023-01-27 23:24:43,ProductView,johnsondavid,142.5.215.83,Success,Failed
2023-07-04 22:53:15,ProductView,sandra40,111.189.210.140,Failed,Failed
2023-05-14 10:43:08,OrderPlaced,cherylhardin,194.171.32.141,Success,Failed
2023-08-06 08:06:04,ProductView,kthompson,182.154.218.102,Success,Failed
2023-03-27 09:28:03,OrderPlaced,angelahawkins,166.70.194.224,Success,Failed
2023-06-17 08:36:28,OrderPlaced,tracey03,8.42.58.208,Failed,Success
2023-01-19 11:51:42,Login,carrollkatherine,123.186.179.222,Failed,Failed
2023-08-06 07:28:13,OrderPlaced,perkinsstephen,147.201.122.19,Failed,Failed
2023-03-19 08:36:09,ProductView,wilsonjulie,148.168.219.77,Failed,Success
2023-05-23 07:51:28,Login,gonzalezkathleen,205.254.30.41,Success,Failed
2023-04-24 06:47:51,Login,georgenancy,194.45.201.166,Success,Success
2023-07-02 10:00:03,ProductView,edorsey,151.246.77.91,Failed,Success
2023-02-08 20:14:33,Login,wheelermichael,110.24.23.140,Failed,Success
2023-07-04 05:21:55,AccessDenied,gtorres,84.116.228.132,Failed,Failed
2023-05-11 20:56:50,OrderPlaced,jonesdiamond,19.166.156.219,Success,Failed
2023-04-14 01:22:07,OrderPlaced,michaeledwards,124.10.34.225,Failed,Success
2023-04-20 08:13:12,OrderPlaced,zgonzalez,148.46.244.236,Success,Failed
2023-03-05 22:51:07,ProductView,abigail81,115.125.128.32,Success,Success
2023-04-08 12:51:21,ProductView,dodsontiffany,143.137.233.147,Success,Failed
2023-02-08 04:41:25,ProductView,kwilkinson,200.103.188.91,Failed,Failed
2023-02-20 13:17:38,ProductView,ashleyknapp,135.182.8.231,Success,Failed
2023-07-07 01:05:29,Login,jerryhayes,206.130.11.164,Success,Failed
2023-04-24 15:28:45,OrderPlaced,carrienorris,147.24.202.105,Failed,Success
2023-05-13 21:39:53,Login,robert70,171.63.184.47,Failed,Success
2023-07-04 03:52:35,AccessDenied,juliehorn,10.238.54.29,Failed,Failed
2023-02-14 04:23:19,ProductView,rbyrd,21.42.107.182,Failed,Failed
2023-02-12 17:34:49,AccessDenied,keith64,110.158.238.24,Success,Failed
2023-07-29 09:26:32,ProductView,justin78,36.171.64.65,Success,Success
2023-05-06 05:03:07,AccessDenied,atkinsjeremiah,181.253.138.213,Success,Success
2023-04-29 15:22:25,OrderPlaced,cjones,141.98.169.238,Success,Failed
2023-07-27 21:20:29,OrderPlaced,robert23,60.43.36.52,Failed,Failed
2023-02-10 01:48:19,ProductView,ljoseph,189.79.115.215,Failed,Failed
2023-03-10 12:08:07,Login,susan21,32.75.239.146,Success,Failed
2023-07-16 19:04:24,Login,gibsonbrittany,73.66.44.126,Success,Failed
2023-02-02 13:54:15,OrderPlaced,graydanielle,61.139.75.217,Success,Failed
2023-07-30 13:46:26,Login,david11,133.195.134.72,Success,Success
2023-07-24 21:46:40,AccessDenied,ronaldwatson,73.124.171.203,Success,Failed
2023-04-18 19:13:52,AccessDenied,kimgilbert,181.91.16.245,Failed,Success
2023-05-26 23:47:21,ProductView,gholloway,5.22.247.209,Success,Failed
2023-06-22 03:41:36,AccessDenied,bellkaren,163.111.77.185,Failed,Success
2023-02-01 14:49:59,ProductView,scottjeffrey,1.79.183.114,Failed,Failed
2023-05-16 13:15:24,AccessDenied,donald40,14.104.41.191,Failed,Failed
2023-07-26 18:15:38,OrderPlaced,christopher00,35.18.189.158,Failed,Failed
2023-04-05 17:02:28,Login,traci47,204.106.3.14,Success,Success
2023-07-11 17:19:59,AccessDenied,randy88,137.204.108.141,Failed,Failed
2023-04-15 15:36:33,Login,tylerlawrence,151.97.194.11,Failed,Success
2023-06-21 15:42:12,Login,jeffrey55,183.6.214.163,Failed,Success
2023-06-10 22:41:58,OrderPlaced,michele82,144.8.42.112,Success,Success
2023-06-26 15:24:32,Login,deleonjohn,182.21.7.32,Success,Failed
2023-03-31 17:36:59,ProductView,lbush,192.45.22.145,Failed,Success
2023-01-22 17:10:04,ProductView,elizabethryan,147.25.87.213,Failed,Success
2023-03-26 01:49:29,OrderPlaced,brownvictoria,98.178.76.51,Failed,Success
2023-04-17 20:13:49,Login,ian81,198.94.150.45,Failed,Success
2023-04-19 22:15:50,OrderPlaced,joshuarodriguez,112.247.14.150,Failed,Failed
2023-02-12 05:09:28,AccessDenied,adam45,20.172.232.91,Failed,Failed
2023-07-13 21:02:38,AccessDenied,christopher63,75.157.50.207,Failed,Success
2023-02-27 18:48:00,Login,bryanbennett,118.114.61.251,Failed,Failed
2023-06-30 02:07:27,OrderPlaced,ewu,119.149.83.113,Success,Failed
2023-07-05 14:55:30,ProductView,blackjoshua,207.101.36.118,Failed,Failed
2023-07-20 08:38:46,AccessDenied,laracody,17.61.89.126,Failed,Failed
2023-04-24 09:47:18,Login,kendra18,75.98.109.109,Success,Success
2023-06-25 11:02:13,AccessDenied,taylor15,37.169.151.215,Failed,Success
2023-05-08 08:08:28,Login,hodgesnancy,215.135.101.29,Success,Failed
2023-03-17 10:49:28,AccessDenied,jbryan,170.84.43.166,Success,Failed
2023-06-30 17:31:52,Login,jamie07,15.159.147.244,Success,Failed
2023-05-28 08:54:00,Login,lisastevens,128.152.19.68,Success,Failed
2023-01-14 11:22:20,Login,hruiz,67.101.212.11,Success,Success
